Comment,Image No.
"thank you for sharing, this wonderful pic. with us:) here s your reward from  !!? I m so Lucky ?   Congratulations!","21"
"Flickrs Heaven- Post 1 - Give 5 angels","21"
"Anything you like- Post 1 - Give 5 thumbs","21"
" !! High Quality Image    Qualified Members Only","21"
"great shots on your stream    This brilliant photo is like a shooting star, totally inspiring!   SHININGSTAR - Post 1- Invite 1- Give 5 Stars Thanks for brightening my day, shine on!     Commented with SIC I would appreciate your comments","21"
"thank you for sharing, this wonderful pic. with us:) here s your reward from  !!? I m so Lucky ?   Congratulations!","21"
"Your photo screams Photographer !!!  Thank you for sharing with us    ***SCREAM OF THE PHOTOGRAPHER*** ","21"
"  You've been Dazzled","21"
"  You ve been Dazzled","21"
"pretty good","21"
" Esta bellsima imagen fue vista en:   Ole tus fotos","21"
" Esta bellsima imagen fue vista en:   Ole tus fotos","21"
"  You've been Dazzled","21"
"wunderschn!","21"
"hi, any available in HD?","21"
"Nice capture","21"
"awesome and stunning shots","21"
"Cludio Lara  All rights reserved Proibida reproduo sem autorizao, com ou sem interesse comercial. Todas as fotos esto sob a Lei do Direito Autoral N 9.610, de 19 de Fevereiro De 1998.     fotos de Copacabana sejam elas de dia ou a noite sempre um show de beleza     Fotos do metr de Copacabana. So trs estaes do metropolitano do Rio de Janeiro neste bairro que representa o DNA do Brasil. Servido tambm por inmeras linhas de nibus e uma gigantesca frota de txis para transportar o trbalhador, o tursta, os moradores que aproveitam a praia ou os bomios da madrugada. Copacabana nunca pra.      Fotos de Copacabana - Praia de Copacabana e Calado de Copacabana","21"
"Nice work :-)","22"
"Jolie colories.","22"
"Very beautiful shot,i like it _ nice compo...congrats Have a pleasant week end my dear friend....","22"
"Cool shot...... you have some great buildings there","22"
"Beautiful composition with the tree shading the building!!","22"
"Beautiful shot","22"
"Great composition","22"
"A sense of drama almost. Like if he was coming straight at you who's is standing in the shadow.","22"
"Congrats and cheers!*","22"
"One of the best of the day","22"
"Great shot Alexandru, wonderful composition!","22"
" ","23"
"This is a wonderful landscape..! Have a great week, my friend..!))","23"
"Excellent!","23"
"Mooi daar!!","23"
"that's beautiful!!!   You are my winner! Please add this photo to","23"
"hele mooie serie zo","23"
"Superb shot! Bravo!","23"
"WONDERFUL CAPTURE......  You are invited to add this wonderful photo to diamond photographers club   diamond photographers club Please Invite other diamond quality photos to this Group too !","23"
"How lovely! I would love to be walking there!","23"
"Zou er gelijk naartoe willen. Ziet er mooi uit daar!","23"
"wonderful...!","23"
" This world-class image was found in  Global Village 2 (post 1 - give a globe to 5)","23"
" This world-class image was found in  Global Village 2 (post 1 - give a globe to 5)","23"
" This world-class image was found in Global Village 2 (post 1 - give a globe to 5)","23"
"OMG I need holidays","23"
"bella fotografia","23"
"excellent shot and very nice mood!!!","23"
"Belle perspective !!","24"
"Nice composition and perspective.","24"
"Una toma excepcional, saludos que tengas una buena semana","24"
"Wonderful composition and color!","24"
"Great work!","24"
"Excellente photo joliment compose.","24"
"Awesome color!","25"
"Brilliant.","25"
"I love the light in this one!","25"
"Quel joli tableau aux flamboyantes couleurs ; Congrats Angelika.","25"
"Golden !!!","25"
"","26"
"Excellent Art! Please join us!   The Scarabus","26"
"Lovely!","26"
"Beautiful lights!","26"
"","26"
"Lovely decorations,nice compo Dave !","26"
" Please join us, if you have not done so!!!","26"
"christmas is coming...  good capture!","26"
"That does look pretty deadly","26"
"Nice Dave!","26"
"What a wonderful street you have, love that the Christmas cheer is alive and well in your area. Fantastic photo, Dave!","26"
"nice photos series","26"
"Wonderful image!","26"
"Beautiful Christmas tree lights on these bare trees; the street lights also enhance the scene with adding some extra oomph to the darkened street scene.  The snow along the walkway makes it look really wintery now and overall it is becoming of a really lovely Christmas and Holiday scene.  Very well captured, dear Dave, and quite lovely.  Could eaisly be used as a card or in a calendar.","26"
"Beautiful shot Dave!  Love the blue hour sky!","26"
"Thank you all so very much!","26"
"Beautiful capture and full of Christmas atmosphere with beautiful colors. Congratulations, Dave.!!","26"
" Enjoy your Life!    L - for Light is Life Post 1 - Comment 3","26"
" Enjoy your Life!    L - for Light is Life Post 1 - Comment 3","26"
"b++++The Creative  Visual Artist++++  +Amazing  Beautiful  Creative Art.+","26"
"Another beauty!","26"
" Enjoy your Life!    L - for Light is Life Post 1 - Comment 3","26"
"show","26"
"Cool composition and symmetry!!!","27"
"Stunning view! Great shot!","27"
"A beautiful image and well planned out","27"
"Wonderful perspective!","27"
"A fantastic shot - love it :)","27"
"So nice with that light and symmetry of palms! nice shot","27"
"a fantastic pov","27"
"Such a cool composition!  Almost looks like it is a split reflection from the thumbnail...","27"
"I want to be in this tunnel of palm trees.  I will be soon!","27"
"fabulous view","27"
"Great perspective!  Love that blue.","27"
"I love the perspective as well!","27"
"Very nice light. You got awesome golden light shots","27"
"cool composition","27"
"cool!","27"
"Fantastic capture! Wonderful light and composition!","27"
"what a picture!","27"
"awesome pov","27"
"Great perspective!","27"
"Wow ! Outstanding capture !!","27"
"Wonderful perspective! Awesome light and composition George.","27"
"Great angle and very beautiful colors !!!!!","27"
"Nice shot  visit my flickr","27"
"thank you for the view,looks great","27"
"lovely symmetry ... greetings","27"
"incredible lighting","27"
"excellent","27"
"Outstanding shot George !","27"
"You are making me dream! A wonderful dof in this image! A great shot!","27"
"Love the angle and symmetry of this shot George, well done.","27"
"Again beautiful colours and shade! The light is wonderful!!","27"
"lovely palms!!","27"
"super composition and colours ...beautiful image ..","27"
"Brilliant perspective ! Excellent work!","27"
"Cool shot and angle.","27"
"great capture","27"
"Interesting composition, nice work.","27"
"fantastica composicon y colores.","27"
"What a great blue","27"
"super :)","27"
"Nice perspective.","27"
"Very nice work - congrats!","27"
"Wonderful perspective!","27"
"Perfect angle.........Good shot....","27"
"Perfect work.","27"
"You are the master of IR !!  Amazing result here.. A touch of vintage.. Nice work, Raf. Have a nice Sunday !","28"
"Beautiful work Aldo!!","28"
"looks amazing! wonderful photo!","28"
"so very beautiful shot n edit","28"
"Muy bonitos colores Aldo...muy original captura amigo...un saludo.","28"
"nice lights and tones Aldo...great capture","28"
"FANtastic, aldo !!","28"
"wow - I love these pinks and blues! amazing!!","28"
"Such an unusual look to IR film, each one seems to have such different qualities. Aerochrome, how space race sounding!","28"
"nice colors and photo","28"
"very nice, Aldo!","28"
"That aerochrome is such an amazing film and it's in some very capable hands","28"
"cool","28"
"Its so unusual and so nice!","28"
"Cool!","28"
"Ha, love the aerochrome! Lovely photo. Cheers.","28"
"nice color tone","28"
"you always make me want to try this.","28"
"such fabulous colors!  this is wonderful!!","28"
"Sencillamente espectacular el colorido que produce esta pelcula!!!!!","28"
"Qu gran resultado! Una visin de otro mundo","28"
"Just Beautiful!","28"
"BRILLIANT, aldo !!","28"
"Nice IR work Aldo!","28"
"Wonderful work!!! Have a great week !","28"
"Nice to see Brooklyn in IR. Everytime I think of Brooklyn I always think of the Beastie Boys!","28"
"Fantastico colorido!!","28"
"Nice IR work, Aldo. Very interesting and well done.","28"
"cool stuff.","28"
"Awesome!","28"
"WOW!!  What a stunner post buddy; this is excellent...I like the brilliant light for sure!!  R","28"
"Excelente!!","28"
"Wow...this is fantastic...","28"
"Precioso lugar! Amo los colores de los rboles.","28"
"Wow! I love to get my hands on a roll or EIR. I just got so damn expensive now. :(","28"
"great landscape","29"
"Quelles belles enfilades d'arbres!","29"
"excellent","29"
"excellent composition, Paul!","29"
"Bien belle ligne","29"
"Wonderful!","29"
"Magnifique paysage","29"
"J'ai toujours aim ces corridors d'arbres.","29"
"This is so colourful! It deserves this:   What a great COLOURSPLOSION!  Thanks for sharing this wonderful explosion of colour!","29"
"ottimo scatto!","30"
"Beautiful","30"
"nice perspective, perfect light on this wonderful green  ciao","30"
"great image, very interesting  view!","30"
"Beautiful image!!","30"
"this on the way to the car show?","30"
"","30"
"hutong is small alley...this is a road ^___^","30"
"trs beau N et B. Jolie lumire","31"
"Beautiful!","32"
"Nice!","32"
"Great shot, Corey.","32"
"love this, corey!","32"
"Great shot.....i used to live in portland/East prom .","32"
"Great shot.","33"
"A magia deste spot fotografico continua encantador, boa fotografia Carlos, parabns.","33"
"  I pick this photograph to be on the cover of National Geographic  National Geographic: Are You Good Enough?","33"
"That is a beauty!","33"
"Brilliant capture.","33"
"Nice pic.","33"
"Nice shot","33"
"gran vista!","33"
"Beautiful","33"
"Fotografia vista en el grupo  ##Objetivo...Explored##","33"
"Nice image","33"
"Nice Toronto!","33"
"Thank you for sharing your In a Park image!  In a Park","33"
"Very beautiful shot!!","33"
"!!! beautiful image","33"
"Very nice photo!!","33"
"Bela imagem!","33"
"belssima foto!","33"
"Muy bella !!!","33"
"good shot","33"
"Superbly done!","33"
"Superb job;   Love the composition,  spectacular lighting, great frame and detail and beautiful color.","33"
"Outstanding one , dear friend ! Perfectly composed !","33"
"It's a PERFECT BEAUTY ! Perfect Beauty Group  ","33"
"entre otoal e invernal ... bonita imagen!","34"
"","34"
"An as, es preciosa!","34"
"es muy bonita!","34"
"Merci de ta visite Gabriela. Ta collection est magnifique.","34"
"Lovely autumn image!","34"
"belle compo","34"
"such a pretty dof.  lovely.","34"
"Lovely portrait.","34"
"Beautiful autumn capture!","34"
"Beautiful autumn colors and nice DOF, Gabriela.  Thanks for your nice comments!","34"
"Pues me gusta mucho as, realmente tiene un ambiente de fro... La composicin tambin me gusta, te ha quedado perfecta y eso que no se puede ni recortar, jaja!","34"
"Preciosa la compo y los colores tan suaves y fros!","34"
"Preciosa! es una foto que respira otoo, para mi es perfecta! Felicidades!","34"
"bello foco y detalles","34"
"Muy bonita, me gusta el desenfoque y los tonos","34"
"Pues francamente queda muy natural, y se agradece!","34"
"Love the mood in this one!","34"
"A mi me gusta as, tal cual...","34"
"Muy bonita.","34"
"Lovely framing with the branches.","34"
"so pretty, love the mood!","34"
"Jolie profondeur de champ.","34"
"Opino como Raul ","34"
"Nice tones and setting.","34"
"Bonita foto y una entrega muy productiva, jajja","34"
"Preciosa la composicin y el desenfoque.","34"
"Wonderful gokeh!","34"
"nice view.","34"
"Que chula. El desenfoque de las farolas me parece genial","34"
"Muy bonita, una luz muy otoal.","34"
"Que nostalgia respira esta foto ... Muy bonita","34"
"Me parece una preciosidad de foto, as, tal cul.","34"
"Tiene tu sello,as, al natural. Preciosa la composicin con esas farolas al fondo.","34"
"Pues tiene su encanto, sin editar, ni procesar ni nada y te ha quedado natural y con ese toque del buen ojo que te caracteriza.","34"
"An sin tus perfectos procesados es preciosa!!!","34"
"otoo de los fros!  igual de bonita que tus otras fotos!","34"
"Aunque no tenga postprocesado, lleva tu sello ;) Bonita foto!","34"
"Preciosa representacin de otoo. Muy bien vista esta foto","34"
"maravilloso tu desenfoque","34"
"Gaby, me la llev. Sencillamente porque esa preciosidad de farolas, entre esa especie de cielo con bruma, los arboles...todo en si es un gran paisaje evocador, pero lo mejor, el como usas el desenfoque, eres la reinaaaaa! ;)","34"
"Preciosa, fresquita, otoal, bien vista pero sobretodo... Muy Gabriela!","34"
"Pero qu bonita Gabriela, las farolas en segundo plano me parecen fantsticas, la composicin equilibrada y perfecta, me la llevo","34"
"Gabi, no puedo decir nada ms que esta imagen eres t. Tu obra tiene ese sello sutil y personal que te identifica. Me encanta.","34"
"Mijita, usted hace con la cmara desbragada lo que a m me cuesta horrores hacer con toda la parafernalia... yo la veo muy linda y si bien le tocara el color, de exposicin la dejara as (el invierno por estas latitudes es oscurito, qu le vamos a hacer).","34"
"   ","35"
"","35"
",","35"
".","35"
"Gaaf , Dickens Style","35"
"c'est tres beau !!!!!","35"
"Beautifully done","35"
"Prachtige (ingetogen) kleuren!","35"
"knap werk","35"
"Heel erg mooi!    Gezien  Bewonderd in Beautiful Groningen ","35"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","35"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","35"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","35"
"Gezien in de groep Winter in Nederland en Vlaanderen  ","35"
" ....* * Nederlandse Weerfoto's Groep* *.... ........( Na Regen komt Zonneschijn ).........","35"
"Nice image!","36"
"Funny. Cool dept and light!","36"
"Very nice !","36"
"Awesome , thanks for sharing.","36"
"Cool","36"
"Ottima composizione...","36"
"Muy guapa","36"
"Bellissimi!","36"
"","36"
"well framed shot","36"
"Beautiful capture","36"
"","36"
"great perspective!","36"
"","36"
"","37"
"","37"
".","37"
"Fantastic !","37"
"wonderful work","37"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","37"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","37"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","37"
"COMPLIMENTI per la tua foto vista in: PHOTO VERY NICE  ","38"
"Love the shadows","38"
"I love the city! So cool!","38"
"Beautiful color and light! So lovely!","39"
"Great autumn colors!!!","39"
"Excellent Steve, well composed.","39"
"Gorgeous perspective and colors.","39"
"I missed this one, Steve (sorry!) Great PoV and colour","39"
"que mezcla de color, es preciosa","39"
"Wonderful colors!","39"
"So beautiful colors !! Great capture !!","39"
"Wonderful! Love the perspective!","39"
"Great colors....nice capture!","39"
"very nice capture and autumn colors","39"
"Beautiful colors Steve!!!!!!!","39"
"Great diagonal, beautiful shot....-_^","39"
"Gorgeous colors!","39"
